,location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,salary_indicated,num_words_company_profile
1706,NZ,False,True,True,Full-time,,Higher Education,Computer and Technology,Engineering,1,83
1707,MY,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,1,173
1708,GB,False,True,True,Full-time,Mid-Senior level,Higher Education,Advertising and marketing,Sales,0,107
1709,US,False,True,False,,,,Manufacturing,,0,110
1710,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
1711,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Finance and Economic,Information Technology,0,137
1712,GB,False,True,True,Full-time,Entry level,,Food and Beverage,,0,229
1713,US,False,True,False,,,,,,0,192
1714,PL,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,,0,28
1715,,False,True,False,,,,Government and Legislation,,0,67
1716,NL,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,1,102
1717,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,144
1718,JP,False,True,False,,,,Fashion,,0,201
1719,GB,False,True,False,,,,,,0,131
1720,US,False,True,True,Temporary,Entry level,Normal education,Hospitality,Administrative,0,79
1721,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
1722,US,False,True,True,Full-time,Director,Highest Education,Non-Profit Organisation,Marketing,0,209
1723,AR,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,41
1724,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,1,61
1725,US,False,True,False,,,,,,0,192
1726,US,False,True,False,Full-time,Mid-Senior level,Higher Education,HR and Consulting,Sales,0,37
1727,US,False,True,True,Full-time,,,,,0,127
1728,US,True,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Marketing,1,48
1729,GB,False,True,True,Temporary,Associate,Unspecified,Fashion,Sales,0,131
1730,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Sales,0,43
1731,GB,False,True,False,Full-time,Associate,Unspecified,Advertising and marketing,Engineering,0,99
1732,US,False,True,False,Full-time,Mid-Senior level,,Computer and Technology,Engineering,0,43
1733,GB,False,True,False,Full-time,,Higher Education,Transportation,Business Development,0,145
1734,US,False,True,False,Full-time,Associate,,Healthcare,Administrative,0,46
1735,US,False,False,False,Full-time,,,,,0,32
1736,GB,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Consulting,0,178
1737,US,False,True,True,Contract,,Higher Education,Education,,0,10
1738,EG,False,False,False,Full-time,Entry level,Higher Education,Finance and Economic,,0,885
1739,US,False,True,False,,,,,,0,86
1740,US,False,True,True,Contract,,Higher Education,Education,,0,10
1741,US,False,True,True,Full-time,Director,,Advertising and marketing,Design,0,33
1742,CA,False,True,True,Full-time,Mid-Senior level,,Construction,Sales,1,155
1743,DE,False,True,True,Full-time,Associate,,Entertainment,Sales,0,107
1744,US,False,True,False,Part-time,Entry level,Normal education,Finance and Economic,Administrative,0,86
1745,US,False,True,False,Full-time,Associate,Higher Education,Advertising and marketing,Sales,0,350
1746,US,False,True,True,Contract,,Higher Education,Education,,0,10
1747,GB,False,True,True,,,,Finance and Economic,,0,53
1748,NZ,False,True,True,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Information Technology,0,290
1749,US,False,True,True,Other,Not Applicable,,Entertainment,,0,15
1750,IN,False,True,False,Full-time,,,Computer and Technology,Engineering,0,96
1751,GB,False,True,True,Full-time,Entry level,Unspecified,Education,Training,1,82
1752,BE,False,True,False,Full-time,Associate,Higher Education,Computer and Technology,Information Technology,0,83
1753,GB,False,True,True,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Other,1,147
1754,US,False,True,True,Full-time,Not Applicable,Higher Education,Aerospace,Finance,1,49
1755,GB,False,True,True,,,,,,0,216
1756,HK,False,True,False,Full-time,Entry level,Higher Education,Computer and Technology,Information Technology,1,79
1757,US,True,True,True,Contract,Associate,Higher Education,Non-Profit Organisation,Administrative,1,81
1758,IT,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,1,49
1759,US,False,True,True,Full-time,,Higher Education,Computer and Technology,Marketing,0,66
1760,US,False,True,True,,,,,,0,23
1761,US,False,True,False,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,0,86
1762,US,False,False,False,Full-time,,,Computer and Technology,,0,32
1763,US,False,True,False,Full-time,Mid-Senior level,Normal education,Agriculture,Other,0,207
1764,SE,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,0,173
1765,US,False,True,False,Full-time,Associate,Higher Education,Finance and Economic,Management,0,86
1766,US,False,True,True,,,,Hospitality,,0,135
1767,US,False,False,False,Full-time,Not Applicable,Normal education,Construction,Sales,1,25
1768,PL,False,True,True,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Engineering,0,42
1769,US,False,True,False,Contract,,Higher Education,Education,,0,10
1770,CA,False,True,True,Part-time,,,Transportation,,0,134
1771,US,False,True,True,Contract,,Higher Education,Education,,0,10
1772,US,False,True,False,Full-time,Associate,,Healthcare,Marketing,0,46
1773,US,False,True,False,Full-time,Director,Unspecified,Food and Beverage,Engineering,0,108
1774,,False,True,False,,,,,,0,48
1775,GB,False,True,False,Full-time,,Higher Education,Computer and Technology,Information Technology,0,67
1776,US,False,True,True,Full-time,Entry level,Normal education,Finance and Economic,Customer Service,0,216
1777,NG,False,True,False,Full-time,Entry level,Higher Education,Finance and Economic,Customer Service,0,158
1778,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Sales,1,92
1779,US,False,True,True,,Entry level,Normal education,Construction,,0,81
1780,GB,False,True,False,,,,,,0,131
1781,US,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Engineering,0,48
1782,US,False,True,True,Full-time,Associate,Higher Education,Food and Beverage,Human Resources,0,264
1783,US,False,True,True,Contract,,,Fashion,Design,0,73
1784,DE,False,True,True,Full-time,Associate,Higher Education,Computer and Technology,Engineering,1,232
1785,US,False,True,True,Contract,,Higher Education,Education,Education,0,10
1786,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Finance and Economic,Legal,0,148
1787,US,False,True,True,Part-time,Internship,Normal education,Finance and Economic,Information Technology,0,127
1788,US,False,False,False,Contract,Not Applicable,Certification,Healthcare,Health Care Provider,0,30
1789,GB,False,True,True,Full-time,Associate,Unspecified,Advertising and marketing,Sales,1,131
1790,US,False,True,True,Contract,,Higher Education,Education,,0,10
1791,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Manufacturing,Management,0,77
1792,HK,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Marketing,0,79
1793,AU,False,True,True,Contract,,,Fashion,Administrative,0,55
1794,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Finance and Economic,Sales,0,155
1795,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,85
1796,SA,False,True,True,Contract,Mid-Senior level,Certification,Manufacturing,Education,1,25
1797,US,False,False,False,Full-time,,,,,0,32
1798,GR,False,True,True,Full-time,Entry level,Higher Education,Computer and Technology,Engineering,0,48
1799,GB,False,True,True,Full-time,Not Applicable,Normal education,,Administrative,0,131
1800,CA,False,True,True,Part-time,Entry level,Unspecified,Advertising and marketing,Design,0,80
1801,CA,False,True,True,Full-time,Executive,,Telecommunication,Management,0,42
1802,US,False,True,False,,,,Manufacturing,,0,110
1803,CN,False,True,True,Full-time,Associate,Higher Education,Entertainment,Administrative,0,79
1804,GB,False,True,True,Full-time,Associate,Higher Education,Media and News,Advertising,1,80
1805,KR,False,True,True,Full-time,Not Applicable,,Computer and Technology,Finance,0,134
1806,US,False,True,False,Full-time,Associate,Normal education,Finance and Economic,Business Development,0,106
1807,PK,False,True,True,,,,Fashion,,0,82
1808,US,False,True,True,Full-time,Mid-Senior level,,Entertainment,,0,186
1809,US,False,True,False,Full-time,,Higher Education,Computer and Technology,Engineering,1,43
1810,DK,False,True,False,Temporary,Internship,Higher Education,Finance and Economic,Business Development,0,89
1811,GB,False,True,True,Full-time,Not Applicable,Normal education,Manufacturing,Customer Service,0,131
1812,US,False,True,True,Full-time,Associate,Normal education,Advertising and marketing,Marketing,0,37
1813,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Healthcare,Finance,0,30
1814,US,False,True,False,Part-time,Associate,,Computer and Technology,Engineering,0,138
1815,US,False,False,False,Full-time,,,Computer and Technology,,0,32
1816,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Art/Creative,0,86
1817,GR,False,True,True,,Associate,Higher Education,Computer and Technology,Sales,0,70
1818,ZM,False,True,True,Full-time,Mid-Senior level,Higher Education,Telecommunication,Sales,0,392
1819,US,False,True,False,Full-time,Entry level,Normal education,Entertainment,Customer Service,0,86
1820,US,False,True,True,Temporary,Entry level,Higher Education,Computer and Technology,Information Technology,0,155
1821,GB,False,True,True,Temporary,Associate,Unspecified,Fashion,Sales,0,131
1822,US,False,True,False,Full-time,Mid-Senior level,Higher Education,HR and Consulting,Management,0,86
1823,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Manufacturing,Management,0,77
1824,GB,False,True,True,Part-time,Not Applicable,Unspecified,Healthcare,Other,0,109
1825,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Manufacturing,Accounting/Auditing,0,320
1826,AU,False,True,False,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Information Technology,0,118
1827,US,False,True,False,Contract,Associate,Unspecified,Computer and Technology,Information Technology,0,65
1828,DE,False,True,True,Other,Entry level,Normal education,Education,Administrative,0,107
1829,,False,True,True,,,,,,0,25
1830,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Information Technology,0,112
1831,GR,False,True,True,,,,,,0,45
1832,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Manufacturing,Management,0,77
1833,GB,False,True,True,Full-time,,,Education,Accounting/Auditing,0,361
1834,IN,False,True,True,Full-time,,,Fashion,Consulting,0,155
1835,US,False,False,False,Full-time,,,,,0,32
1836,US,True,True,True,Full-time,,Higher Education,Fashion,Marketing,0,66
1837,GB,False,True,True,,,,Finance and Economic,Business Development,0,53
1838,US,False,True,True,Full-time,,Higher Education,Energy,Engineering,0,141
1839,US,False,True,True,Full-time,Not Applicable,Unspecified,Telecommunication,Engineering,0,33
1840,EE,False,True,True,Full-time,,,Finance and Economic,,0,53
1841,,False,True,False,,,,Fashion,,0,33
1842,,False,True,False,,,,Fashion,,0,131
1843,IL,False,True,False,,,,,,0,35
1844,US,False,True,False,Contract,Mid-Senior level,,Computer and Technology,Information Technology,0,41
1845,US,False,True,False,Full-time,Associate,Normal education,Hospitality,Customer Service,0,86
1846,EE,False,True,True,,,,Finance and Economic,,0,53
1847,US,False,True,False,,,,Fashion,,0,91
1848,EE,False,True,False,,,,Finance and Economic,,0,53
1849,US,False,True,True,Full-time,Mid-Senior level,Higher Education,Computer and Technology,Engineering,1,157
1850,US,False,True,True,Contract,,Higher Education,Education,,0,10
1851,FR,False,True,False,Full-time,Director,,Computer and Technology,Design,0,80
1852,GR,False,True,False,Full-time,Entry level,Higher Education,Telecommunication,Engineering,0,108
1853,US,False,False,True,Full-time,Mid-Senior level,Certification,Energy,Engineering,0,101
1854,GB,False,True,True,Full-time,Mid-Senior level,,Computer and Technology,Supply Chain,0,89
1855,US,False,True,True,Full-time,Entry level,Higher Education,Hospitality,Sales,0,154
1856,US,False,True,True,Full-time,,,Computer and Technology,Information Technology,0,86
1857,GB,False,True,False,,Not Applicable,Normal education,,Administrative,0,131
1858,GR,False,True,False,Full-time,Entry level,Higher Education,Telecommunication,Information Technology,0,392
1859,US,False,True,True,Full-time,Associate,Unspecified,Finance and Economic,Customer Service,0,148
1860,US,False,False,False,Full-time,,,Computer and Technology,,0,32
1861,US,False,True,False,Other,Not Applicable,,Manufacturing,,0,53
1862,GB,False,True,False,,Not Applicable,,,,0,131
1863,US,False,True,True,Contract,,Higher Education,Education,,0,10
1864,FI,False,True,True,Full-time,Entry level,Higher Education,Finance and Economic,Finance,1,216
1865,GB,False,True,True,Full-time,Mid-Senior level,Higher Education,Advertising and marketing,Sales,0,107
1866,,False,True,True,,,,,,0,48
1867,FI,False,True,True,Full-time,Entry level,Higher Education,Finance and Economic,Finance,1,216
1868,US,False,True,False,Full-time,Mid-Senior level,Higher Education,Advertising and marketing,Strategy/Planning,1,197
1869,ES,False,False,False,Full-time,Mid-Senior level,,Entertainment,,0,73
1870,US,False,False,False,Full-time,,,HR and Consulting,,0,32
1871,AU,False,True,False,,,,,,0,328
1872,SG,False,True,False,Full-time,,,Computer and Technology,,0,87
1873,US,False,False,False,Full-time,,,,,0,32
1874,CA,False,True,False,Full-time,Entry level,Normal education,Energy,Customer Service,0,86
1875,ZA,False,True,False,Full-time,Mid-Senior level,Unspecified,Computer and Technology,Information Technology,0,30
1876,IN,False,True,True,Full-time,Director,Highest Education,Computer and Technology,Sales,0,151
1877,GB,False,True,False,,,,,,0,131
1878,US,False,True,False,Contract,Mid-Senior level,,Energy,Consulting,1,221
1879,US,False,True,True,Contract,,Higher Education,Education,,0,10
1880,EE,False,True,False,,,,Finance and Economic,,0,53
1881,US,False,False,False,Full-time,,,HR and Consulting,,0,32
1882,GB,False,True,False,Full-time,Mid-Senior level,Higher Education,Advertising and marketing,Information Technology,0,63
